state,city,event_type,count
Canarias,Maspalomas,cancel,1
Canarias,Maspalomas,department,1
Canarias,Mercalaspalmas,cart,1
Canarias,Mercalaspalmas,department,1
Canarias,Oasis del Sur,product,1
Canarias,Playa de la Américas,department,1
Canarias,Pozo Izquierdo,cart,1
Canarias,Puerto de la Cruz,cart,1
Canarias,San Cristóbal de La Laguna,home,1
Canarias,San Cristóbal de La Laguna,product,1
Canarias,San Isidro,department,1
Canarias,San Isidro,product,1
Canarias,San Pedro,cart,1
Canarias,San Pedro,product,1
Canarias,Santa Cruz de Tenerife,home,1
Canarias,Santa María del Mar,product,1
California,Lemoore,department,1
California,Lemon Grove,cart,1
Beijing,Huaian,cancel,1
Bretagne,Hanvec,product,1
Bretagne,Campénéac,purchase,1
Bretagne,Caro,product,1
Bretagne,Cesson-Sévigné,home,1
Bretagne,Châteaugiron,product,1
Bretagne,Concarneau,product,1
Bretagne,Fouesnant,product,1
Bretagne,Fougères,department,1
Bretagne,Guignen,cart,1
Bretagne,Guignen,home,1
Bretagne,Guipavas,cart,1
Bretagne,Janzé,product,1
Brandenburg,Hoppegarten,department,1
Bretagne,Kervignac,product,1
Bretagne,Lamballe-Armor,product,1
Bretagne,Lanester,product,1
Bretagne,Lannion,cancel,1
Bretagne,Lannion,department,1
Bretagne,Lannion,home,1
Bretagne,Lorient,cart,1
Bretagne,Loudéac,department,1
Bretagne,Malguénac,product,1
Bretagne,Nivillac,cart,1
Bretagne,Campénéac,department,1
Bretagne,Campénéac,cart,1
Bretagne,Bréal-sous-Montfort,product,1
Bretagne,Bruz,department,1
Brandenburg,Nauen,department,1
Brandenburg,Neuruppin,cart,1
Brandenburg,Neuruppin,product,1
Brandenburg,Niedergörsdorf,product,1
Brandenburg,Oberkrämer,purchase,1
Brandenburg,Rietz-Neuendorf,cancel,1
Brandenburg,Rietz-Neuendorf,cart,1
Brandenburg,Schwedt/Oder,product,1
Brandenburg,Senftenberg,product,1
Brandenburg,Stahnsdorf,product,1
Brandenburg,Teltow,product,1
Brandenburg,Templin,department,1
Brandenburg,Wandlitz,purchase,1
Bremen,Bremen,cancel,1
Bremen,Bremen,purchase,1
Bremen,Bremerhaven,product,1
Bretagne,Arzano,cart,1
Bretagne,Arzano,department,1
Bretagne,Arzano,purchase,1
Bretagne,Brest,cancel,1
Bretagne,Brest,department,1
Bretagne,Nivillac,product,1
Bretagne,Noyal-Châtillon-sur-Seiche,department,1
Bretagne,Noyal-Muzillac,cancel,1
Bretagne,Saint-Brieuc,department,1
Bretagne,Saint-Grégoire,cart,1
Bretagne,Saint-Grégoire,product,1
Bretagne,Saint-Jacques-de-la-Lande,cancel,1
Bretagne,Saint-Jacques-de-la-Lande,cart,1
Bretagne,Surzur,product,1
Bretagne,Taden,cart,1
Bretagne,Taden,department,1
Bretagne,Taden,product,1
Bretagne,Tinténiac,department,1
Bretagne,Tinténiac,product,1
Bretagne,Vannes,cart,1
Bretagne,Vitré,cart,1
Bretagne,Vitré,purchase,1
Bretagne,Évellys,cancel,1
Brussels,Anderlecht,department,1
Brussels,Anderlecht,purchase,1
Brussels,Auderghem,cart,1
Brussels,Auderghem,product,1
Brussels,Brussels,home,1
Brussels,Brussels,purchase,1
Brussels,Etterbeek,department,1
Bretagne,Saint-Germain-en-Coglès,department,1
Bretagne,Rosporden,cancel,1
Bretagne,Noyal-Muzillac,cart,1
Bretagne,Romillé,department,1
Bretagne,Noyal-sur-Vilaine,product,1
Bretagne,Plogastel-Saint-Germain,department,1
Bretagne,Plomeur,home,1
Bretagne,Plomeur,product,1
Bretagne,Ploudaniel,product,1
Bretagne,Ploudiry,cart,1
Bretagne,Ploudiry,product,1
Bretagne,Plounéventer,cart,1
Bretagne,Plourin-lès-Morlaix,cart,1
Bretagne,Plélo,product,1
Bretagne,Plérin,department,1
Bretagne,Plœuc-L'Hermitage,cart,1
Bretagne,Plœuc-L'Hermitage,product,1
Bretagne,Poullan-sur-Mer,cart,1
Bretagne,Quessoy,cart,1
Bretagne,Questembert,department,1
Bretagne,Quimper,cancel,1
Bretagne,Quimper,cart,1
Bretagne,Rennes,home,1
Bretagne,Rennes,product,1
Bretagne,Rives-du-Couesnon,product,1
Brandenburg,Ludwigsfelde,home,1
Brandenburg,Hoppegarten,cart,1
Brussels,Etterbeek,purchase,1
Beijing,Xingtai,cancel,1
Beijing,Qingdao,home,1
Beijing,Qujing,purchase,1
Beijing,Shaoxing,purchase,1
Beijing,Shiyan,home,1
Beijing,Suzhou,home,1
Beijing,Suzhou,purchase,1
Beijing,Urumqi,cancel,1
Beijing,Urumqi,purchase,1
Beijing,Wenzhou,home,1
Beijing,Xiamen,cancel,1
Beijing,Xuancheng,home,1
Brandenburg,Hennigsdorf,cart,1
Beijing,Xuancheng,purchase,1
Beijing,Yingkou,department,1
Beijing,Yiyang,cart,1
Beijing,Yiyang,department,1
Beijing,Zhengzhou,cancel,1
Beijing,Zhengzhou,home,1
Beijing,Zhongshan,purchase,1
Beijing,Zhongwei,cancel,1
Beijing,Zhongwei,cart,1
Beijing,Zhumadian,home,1
Beijing,Pingxiang,department,1
Beijing,Nanyang,department,1
Beijing,Nanyang,cart,1
Beijing,Nanjing,department,1
Beijing,Huaian,purchase,1
Beijing,Huaibei,department,1
Beijing,Huaihua,home,1
Beijing,Huaihua,purchase,1
Beijing,Huanggang,purchase,1
Beijing,Huludao,cancel,1
Beijing,Huludao,cart,1
Beijing,Huludao,home,1
Beijing,Huludao,purchase,1
Beijing,Jinzhong,cart,1
Beijing,Jinzhong,home,1
Beijing,Lijiang,product,1
Beijing,Loudi,cancel,1
Beijing,Loudi,home,1
Beijing,Loudi,purchase,1
Beijing,Luliang,department,1
Beijing,Luliang,home,1
Beijing,Luliang,product,1
Beijing,Luoyang,home,1
Beijing,Luoyang,purchase,1
Beijing,Nanchang,cancel,1
Bourgogne-Franche-Comté,Allériot,product,1
Bourgogne-Franche-Comté,Audincourt,department,1
Bourgogne-Franche-Comté,Beaujeu-Saint-Vallier-Pierrejux-et-Quitteur,cart,1
Bourgogne-Franche-Comté,Mâcon,department,1
Bourgogne-Franche-Comté,Ouges,product,1
Bourgogne-Franche-Comté,Sassenay,cart,1
Bourgogne-Franche-Comté,Sassenay,department,1
Bourgogne-Franche-Comté,Sennecey-le-Grand,department,1
Bourgogne-Franche-Comté,Sermoise-sur-Loire,purchase,1
Bourgogne-Franche-Comté,Val-Suzon,cart,1
Brandenburg,Altlandsberg,department,1
Brandenburg,Altlandsberg,product,1
Brandenburg,Bernau bei Berlin,cart,1
Brandenburg,Brandenburg an der Havel,cancel,1
Brandenburg,Brandenburg an der Havel,cart,1
Brandenburg,Brandenburg an der Havel,product,1
Brandenburg,Brandenburg an der Havel,purchase,1
Brandenburg,Eberswalde,cart,1
Brandenburg,Falkensee,cart,1
Brandenburg,Falkensee,department,1
Brandenburg,Falkensee,product,1
Brandenburg,Forst (Lausitz),department,1
Brandenburg,Frankfurt (Oder),department,1
Brandenburg,Fürstenwalde/Spree,department,1
Brandenburg,Fürstenwalde/Spree,product,1
Bourgogne-Franche-Comté,Mâcon,product,1
Bourgogne-Franche-Comté,Montbéliard,cart,1
Bourgogne-Franche-Comté,Beaune,cancel,1
Bourgogne-Franche-Comté,Montbéliard,cancel,1
Bourgogne-Franche-Comté,Beaune,cart,1
Bourgogne-Franche-Comté,Beaune,department,1
Bourgogne-Franche-Comté,Besançon,cancel,1
Bourgogne-Franche-Comté,Besançon,cart,1
Bourgogne-Franche-Comté,Besançon,product,1
Bourgogne-Franche-Comté,Bussy-en-Othe,department,1
Bourgogne-Franche-Comté,Bussy-en-Othe,purchase,1
Bourgogne-Franche-Comté,Chalon-sur-Saône,cart,1
Bourgogne-Franche-Comté,Chalon-sur-Saône,product,1
Bourgogne-Franche-Comté,Chevigny-Saint-Sauveur,product,1
Bourgogne-Franche-Comté,Dijon,department,1
Bourgogne-Franche-Comté,Dijon,purchase,1
Bourgogne-Franche-Comté,Dole,product,1
Bourgogne-Franche-Comté,Florimont,cart,1
Bourgogne-Franche-Comté,Hauteroche,cart,1
Bourgogne-Franche-Comté,Joigny,cart,1
Bourgogne-Franche-Comté,Lachapelle-Sous-Chaux,cancel,1
Bourgogne-Franche-Comté,Les Auxons,cart,1
Bourgogne-Franche-Comté,Lure,cart,1
Bourgogne-Franche-Comté,Malay-le-Grand,department,1
Bourgogne-Franche-Comté,Marey-sur-Tille,cart,1
Brussels,Etterbeek,product,1
Brussels,Evere,department,1
California,Lancaster,department,1
California,Fremont,product,1
California,Fairfield,product,1
California,Fallbrook,department,1
California,Fallbrook,home,1
California,Florin,cart,1
California,Folsom,product,1
California,Fontana,home,1
California,Foothill Farms,department,1
California,Foster City,cart,1
California,Foster City,department,1
California,Fountain Valley,cart,1
California,Fremont,purchase,1
California,Delano,purchase,1
California,Fullerton,home,1
California,Fullerton,purchase,1
California,Garden Grove,purchase,1
California,Gardena,cart,1
California,Gardena,product,1
California,Glendale,cart,1
California,Glendora,cart,1
California,Glendora,department,1
California,Goleta,cancel,1
California,Goleta,cart,1
California,Fairfield,cancel,1
California,Fair Oaks,purchase,1
California,Fair Oaks,department,1
California,Escondido,product,1
California,Desert Hot Springs,product,1
California,Diamond Bar,cart,1
California,Diamond Bar,product,1
California,Dinuba,cart,1
California,Dinuba,home,1
California,Downey,product,1
California,Dublin,cart,1
California,Durham,product,1
California,East Los Angeles,cancel,1
California,East Los Angeles,department,1
California,East Los Angeles,product,1
California,El Cajon,department,1
California,El Centro,cancel,1
California,El Centro,cart,1
California,El Centro,department,1
California,El Centro,product,1
California,El Cerrito,department,1
California,El Dorado Hills,cancel,1
California,Emeryville,department,1
California,Escondido,cancel,1
California,Escondido,department,1
California,Hanford,cart,1
California,Happy Valley,cancel,1
California,Happy Valley,cart,1
California,Irvine,cart,1
California,Jurupa Valley,cancel,1
California,Jurupa Valley,cart,1
California,Jurupa Valley,department,1
California,Jurupa Valley,product,1
California,La Habra,product,1
California,La Mesa,cart,1
California,La Presa,department,1
California,La Quinta,cart,1
California,La Quinta,department,1
California,La Quinta,purchase,1
California,La Verne,product,1
California,Lafayette,department,1
California,Lafayette,product,1
California,Laguna Beach,purchase,1
California,Laguna Hills,cart,1
California,Laguna Niguel,home,1
California,Lake Elsinore,home,1
California,Lake Forest,product,1
California,Lakeside,department,1
California,Lakeside,home,1
California,Lakewood,cart,1
California,Irvine,department,1
California,Inglewood,purchase,1
California,Hawthorne,department,1
California,Inglewood,product,1
California,Hawthorne,product,1
California,Hayward,cancel,1
California,Hayward,department,1
California,Hayward,home,1
California,Hayward,purchase,1
California,Hemet,cancel,1
California,Hemet,department,1
California,Hesperia,product,1
California,Highland,cart,1
California,Hillsborough,department,1
California,Huntington Beach,department,1
California,Huntington Beach,home,1
California,Huntington Beach,purchase,1
California,Huntington Park,cancel,1
California,Huntington Park,department,1
California,Huntington Park,product,1
California,Imperial,department,1
California,Imperial,product,1
California,Indio,cancel,1
California,Indio,department,1
California,Inglewood,department,1
California,Desert Hot Springs,cart,1
California,Delano,department,1
Brussels,Evere,product,1
California,Apple Valley,department,1
California,Agoura Hills,cart,1
California,Alameda,cancel,1
California,Alameda,product,1
California,Aliso Viejo,department,1
California,Aliso Viejo,product,1
California,Altadena,product,1
California,Anaheim,home,1
California,Antelope,department,1
California,Antelope,product,1
California,Antioch,department,1
California,Apple Valley,purchase,1
California,Delano,cart,1
California,Arden-Arcade,cart,1
California,Azusa,department,1
California,Baldwin Park,home,1
California,Banning,product,1
California,Bear Valley Springs,cancel,1
California,Beaumont,department,1
California,Bell Gardens,product,1
California,Bell Gardens,purchase,1
California,Bella Vista,department,1
California,Bella Vista,purchase,1
California,Agoura Hills,cancel,1
California,Adelanto,department,1
Brussels,Woluwe-Saint-Pierre,product,1
Brussels,Woluwe-Saint-Pierre,department,1
Brussels,Forest,cart,1
Brussels,Ganshoren,cart,1
Brussels,Ganshoren,department,1
Brussels,Ixelles,product,1
Brussels,Jette,cart,1
Brussels,Jette,department,1
Brussels,Jette,product,1
Brussels,Saint-Gilles,cancel,1
Brussels,Saint-Josse-ten-Noode,cart,1
Brussels,Saint-Josse-ten-Noode,department,1
Brussels,Saint-Josse-ten-Noode,product,1
Brussels,Schaerbeek,cancel,1
Brussels,Schaerbeek,department,1
Brussels,Sint-Agatha-Berchem,cart,1
Brussels,Sint-Jans-Molenbeek,cart,1
Brussels,Sint-Jans-Molenbeek,department,1
Brussels,Uccle,cancel,1
Brussels,Uccle,product,1
Brussels,Woluwe-Saint-Lambert,department,1
Brussels,Woluwe-Saint-Lambert,product,1
Brussels,Woluwe-Saint-Pierre,cancel,1
California,Bellflower,home,1
California,Bellflower,product,1
California,Belmont,cart,1
California,Chino,department,1
California,Chino Hills,department,1
California,Chowchilla,cart,1
California,Chowchilla,product,1
California,Chula Vista,product,1
California,Claremont,cancel,1
California,Claremont,department,1
California,Clovis,home,1
California,Colton,cart,1
California,Compton,product,1
California,Concord,cart,1
California,Corcoran,department,1
California,Costa Mesa,department,1
California,Coto de Caza,cart,1
California,Covina,cart,1
California,Covina,home,1
California,Covina,product,1
California,Cupertino,cart,1
California,Daly City,cancel,1
California,Daly City,product,1
California,Dana Point,cart,1
California,Davis,purchase,1
California,Chino,home,1
California,Cerritos,purchase,1
California,Blackhawk,product,1
California,Cerritos,department,1
California,Bloomington,department,1
California,Bloomington,home,1
California,Blythe,purchase,1
California,Brea,department,1
California,Brea,product,1
California,Buena Park,department,1
California,Burbank,department,1
California,Calexico,cart,1
California,Camarillo,product,1
California,Cameron Park,cart,1
California,Camp Pendleton North,cart,1
California,Camp Pendleton North,department,1
California,Carlsbad,department,1
California,Carmichael,cart,1
California,Carson,product,1
California,Casa de Oro-Mount Helix,cart,1
California,Casa de Oro-Mount Helix,product,1
California,Cathedral City,cancel,1
California,Ceres,cancel,1
California,Ceres,department,1
California,Cerritos,cart,1
Florida,Tamiami,product,1
Florida,Tarpon Springs,product,1
Nordrhein-Westfalen,Wachtberg,home,1
Michigan,Waverly,product,1
Michigan,Superior Charter Township,department,1
Michigan,Taylor,cart,1
Michigan,Tittabawassee Township,cart,1
Michigan,Trenton,cart,1
Michigan,Union charter Township,cancel,1
Michigan,Union charter Township,cart,1
Michigan,Union charter Township,product,1
Michigan,Van Buren Charter Township,department,1
Michigan,Watertown Township,home,1
Michigan,Waverly,cart,1
Michigan,West Bloomfield Township,department,1
Minas Gerais,Arcos,department,1
Michigan,Westland,product,1
Michigan,Wyoming,cart,1
Michigan,Wyoming,product,1
Michigan,Ypsilanti Charter Township,department,1
Michigan,Zeeland charter Township,cart,1
Michigan,Zeeland charter Township,department,1
Michigan,Zeeland charter Township,product,1
Mie,Suzuka City,cart,1
Minas Gerais,Almenara,cart,1
Minas Gerais,Almenara,department,1
Michigan,Superior Charter Township,cart,1
Michigan,Sterling Heights,department,1
Michigan,Southfield,product,1
Michigan,Shelby Township,product,1
Michigan,Norton Shores,product,1
Michigan,Pittsfield Charter Township,product,1
Michigan,Plainfield charter Township,cancel,1
Michigan,Plainfield charter Township,department,1
Michigan,Plymouth Charter Township,cart,1
Michigan,Port Huron charter Township,department,1
Michigan,Portage,department,1
Michigan,Portage,product,1
Michigan,Portsmouth charter Township,home,1
Michigan,Powell,department,1
Michigan,Powell,product,1
Michigan,Redford Charter Township,cart,1
Michigan,Redford Charter Township,department,1
Michigan,Riverside,cart,1
Michigan,Riverside,department,1
Michigan,Rochester Hills,home,1
Michigan,Rochester Hills,product,1
Michigan,Roseville,cart,1
Michigan,Roseville,department,1
Michigan,Roseville,product,1
Michigan,Royal Oak,department,1
Minas Gerais,Andradas,cancel,1
Minas Gerais,Barbacena,purchase,1
Missouri,Lebanon,cart,1
Minas Gerais,Igarapé,home,1
Minas Gerais,Extrema,cart,1
Minas Gerais,Extrema,product,1
Minas Gerais,Formiga,department,1
Minas Gerais,Formiga,product,1
Minas Gerais,Guaxupé,cancel,1
Minas Gerais,Guaxupé,cart,1
Minas Gerais,Ibirité,cancel,1
Minas Gerais,Ibirité,cart,1
Minas Gerais,Ibirité,purchase,1
Minas Gerais,Igarapé,department,1
Minas Gerais,Itabira,cart,1
Minas Gerais,Boa Esperança,cancel,1
Minas Gerais,Itabirito,department,1
Minas Gerais,Itamarandiba,cancel,1
Minas Gerais,Itamarandiba,department,1
Minas Gerais,Itamarandiba,product,1
Minas Gerais,Itaúna,cart,1
Minas Gerais,Iturama,department,1
Minas Gerais,Janaúba,cancel,1
Minas Gerais,Janaúba,cart,1
Minas Gerais,Janaúba,product,1
Minas Gerais,Janaúba,purchase,1
Minas Gerais,Esmeraldas,purchase,1
Minas Gerais,Esmeraldas,cancel,1
Minas Gerais,Divinópolis,cancel,1
Minas Gerais,Curvelo,cart,1
Minas Gerais,Boa Esperança,department,1
Minas Gerais,Bocaiúva,cancel,1
Minas Gerais,Bocaiúva,cart,1
Minas Gerais,Bocaiúva,home,1
Minas Gerais,Bom Despacho,cart,1
Minas Gerais,Brumadinho,department,1
Minas Gerais,Brumadinho,product,1
Minas Gerais,Brumadinho,purchase,1
Minas Gerais,Caeté,department,1
Minas Gerais,Campo Belo,home,1
Minas Gerais,Campo Belo,product,1
Minas Gerais,Capelinha,department,1
Minas Gerais,Congonhas,cancel,1
Minas Gerais,Congonhas,department,1
Minas Gerais,Conselheiro Lafaiete,purchase,1
Minas Gerais,Contagem,department,1
Minas Gerais,Contagem,home,1
Minas Gerais,Coronel Fabriciano,product,1
Minas Gerais,Correntinho,department,1
Minas Gerais,Correntinho,product,1
Minas Gerais,Curvelo,cancel,1
Michigan,Norton Shores,cart,1
Michigan,Niles,purchase,1
Michigan,Niles,department,1
Mecklenburg-Vorpommern,Ziesendorf,department,1
Mecklenburg-Vorpommern,Neubrandenburg,department,1
Mecklenburg-Vorpommern,Neubrandenburg,product,1
Mecklenburg-Vorpommern,Rostock,cancel,1
Mecklenburg-Vorpommern,Rostock,cart,1
Mecklenburg-Vorpommern,Rostock,product,1
Mecklenburg-Vorpommern,Stralsund,department,1
Mecklenburg-Vorpommern,Stralsund,product,1
Mecklenburg-Vorpommern,Waren (Müritz),cancel,1
Mecklenburg-Vorpommern,Wismar,product,1
Mecklenburg-Vorpommern,Ziesendorf,cart,1
Mecklenburg-Vorpommern,Ziesendorf,product,1
Michigan,Muskegon charter Township,product,1
Melilla,Melilla,cart,1
Melilla,Melilla,department,1
Melilla,Melilla,product,1
Michigan,Allen Park,product,1
Michigan,Ann Arbor,cart,1
Michigan,Ann Arbor,department,1
Michigan,Ann Arbor,product,1
Michigan,Battle Creek,cancel,1
Michigan,Blackman,department,1
Michigan,Buena Vista charter Township,product,1
Mecklenburg-Vorpommern,Hagenow,product,1
Mato Grosso do Sul,Três Lagoas,product,1
Mato Grosso do Sul,Sidrolândia,home,1
Mato Grosso do Sul,Ponta Porã,purchase,1
Mato Grosso,Nova Mutum,department,1
Mato Grosso,Nova Mutum,product,1
Mato Grosso,Peixoto de Azevedo,cancel,1
Mato Grosso,Peixoto de Azevedo,product,1
Mato Grosso,Pontes e Lacerda,department,1
Mato Grosso,Pontes e Lacerda,home,1
Mato Grosso,Pontes e Lacerda,product,1
Mato Grosso,Sinop,cart,1
Mato Grosso,Sorriso,home,1
Mato Grosso,Tangará da Serra,cancel,1
Mato Grosso,Várzea Grande,product,1
Mato Grosso do Sul,Aquidauana,cart,1
Mato Grosso do Sul,Maracaju,department,1
Mato Grosso do Sul,Naviraí,department,1
Mato Grosso do Sul,Naviraí,home,1
Mato Grosso do Sul,Naviraí,product,1
Mato Grosso do Sul,Nova Andradina,department,1
Mato Grosso do Sul,Paranaíba,cart,1
Mato Grosso do Sul,Paranaíba,department,1
Mato Grosso do Sul,Paranaíba,product,1
Mato Grosso do Sul,Ponta Porã,cancel,1
Michigan,Canton,cart,1
Michigan,Canton,product,1
Michigan,Canton,purchase,1
Michigan,Harrison Township,product,1
Michigan,Holland,product,1
Michigan,Howell,cart,1
Michigan,Jamestown,product,1
Michigan,Kalamazoo,product,1
Michigan,Lansing,department,1
Michigan,Lansing,product,1
Michigan,Lapeer,cart,1
Michigan,Larkin Charter Township,product,1
Michigan,Lincoln Park,cart,1
Michigan,Lyon Charter Township,cart,1
Michigan,Macomb,product,1
Michigan,Madison Charter Township,cart,1
Michigan,Madison Charter Township,department,1
Michigan,Madison Charter Township,product,1
Michigan,Madison Heights,cart,1
Michigan,Madison Heights,department,1
Michigan,Madison Heights,product,1
Michigan,Midland,home,1
Michigan,Monroe Charter Township,cart,1
Michigan,Mount Morris Township,cart,1
Michigan,Muskegon charter Township,cart,1
Michigan,Holland,cart,1
Michigan,Grosse Pointe Woods,product,1
Michigan,Clinton Township,home,1
Michigan,Grand Rapids,cancel,1
Michigan,Comstock Township,cart,1
Michigan,Comstock Township,home,1
Michigan,Comstock Township,purchase,1
Michigan,Davison,cart,1
Michigan,Davison,department,1
Michigan,Davison,product,1
Michigan,Dearborn,cart,1
Michigan,Dearborn Heights,cart,1
Michigan,Dearborn Heights,department,1
Michigan,East Lansing,cart,1
Michigan,East Lansing,purchase,1
Michigan,Eastpointe,cart,1
Michigan,Eastpointe,product,1
Michigan,Fenton Township,product,1
Michigan,Flint,cart,1
Michigan,Flushing Township,cancel,1
Michigan,Forest Hills,product,1
Michigan,Fruitport Charter Township,cart,1
Michigan,Genesee charter Township,cart,1
Michigan,Genesee charter Township,department,1
Michigan,Grand Blanc Township,product,1
Minas Gerais,Januária,cart,1
Minas Gerais,Januária,department,1
Minas Gerais,Januária,home,1
Minnesota,West Saint Paul,cart,1
Minnesota,Ramsey,department,1
Minnesota,Rochester,product,1
Minnesota,Rockville,cart,1
Minnesota,Saint Paul,product,1
Minnesota,St. Cloud,cancel,1
Minnesota,St. Cloud,cart,1
Minnesota,St. Cloud,department,1
Minnesota,St. Cloud,product,1
Minnesota,St. Louis Park,department,1
Minnesota,St. Louis Park,product,1
Minnesota,West Saint Paul,department,1
Minnesota,Fridley,product,1
Minnesota,White Bear Lake,cart,1
Minnesota,White Bear Lake,department,1
Minnesota,Woodbury,cancel,1
Minnesota,Woodbury,cart,1
Minnesota,Woodbury,product,1
Mississippi,Brandon,purchase,1
Mississippi,Brookhaven,department,1
Mississippi,Canton,cancel,1
Mississippi,Corinth,product,1
Mississippi,Flowood,cart,1
Minnesota,Prior Lake,product,1
Minnesota,Prior Lake,department,1
Minnesota,Oakdale,home,1
Minnesota,Oakdale,department,1
Minnesota,Grant,department,1
Minnesota,Grant,product,1
Minnesota,Grant,purchase,1
Minnesota,Ham Lake,department,1
Minnesota,Ham Lake,product,1
Minnesota,Lakeville,department,1
Minnesota,Lakeville,product,1
Minnesota,Maple Grove,home,1
Minnesota,Maple Grove,purchase,1
Minnesota,Maplewood,cart,1
Minnesota,Minneapolis,home,1
Minnesota,Minneapolis,purchase,1
Minnesota,Moorhead,cart,1
Minnesota,Moorhead,department,1
Minnesota,Moorhead,product,1
Minnesota,New Brighton,cancel,1
Minnesota,New Brighton,department,1
Minnesota,New Brighton,home,1
Minnesota,New Brighton,product,1
Minnesota,Northfield,cart,1
Minnesota,Oakdale,cancel,1
Mississippi,Gulfport,cart,1
Mississippi,Gulfport,department,1
Mississippi,Gulfport,product,1
Missouri,Columbia,product,1
Missouri,Concord,product,1
Missouri,Concord,purchase,1
Missouri,Farmington,cart,1
Missouri,Fenton,cart,1
Missouri,Fenton,department,1
Missouri,Fenton,product,1
Missouri,Festus,product,1
Missouri,Florissant,cancel,1
Missouri,Florissant,home,1
Missouri,Imperial,department,1
Missouri,Independence,department,1
Missouri,Independence,product,1
Missouri,Jackson,cancel,1
Missouri,Jackson,home,1
Missouri,Jefferson City,department,1
Missouri,Jefferson City,product,1
Missouri,Jennings,cart,1
Missouri,Jennings,department,1
Missouri,Joplin,cart,1
Missouri,Joplin,home,1
Missouri,Kansas City,product,1
Missouri,Columbia,purchase,1
Missouri,Columbia,home,1
Mississippi,Hattiesburg,purchase,1
Missouri,Columbia,cancel,1
Mississippi,Horn Lake,cancel,1
Mississippi,Horn Lake,product,1
Mississippi,Lucedale,cart,1
Mississippi,Lucedale,product,1
Mississippi,Meridian,department,1
Mississippi,Natchez,department,1
Mississippi,Ocean Springs,cancel,1
Mississippi,Oxford,department,1
Mississippi,Pearl,cancel,1
Mississippi,Pearl,product,1
Mississippi,Ridgeland,product,1
Mississippi,Ridgeland,purchase,1
Mississippi,Southaven,cart,1
Mississippi,Southaven,home,1
Mississippi,Tupelo,product,1
Mississippi,Vicksburg,department,1
Missouri,Affton,product,1
Missouri,Ballwin,cancel,1
Missouri,Ballwin,product,1
Missouri,Blue Springs,purchase,1
Missouri,Chesterfield,product,1
Minnesota,Fridley,purchase,1
Minnesota,Fridley,cart,1
Minas Gerais,Januária,purchase,1
Minas Gerais,Pará de Minas,department,1
Minas Gerais,Oliveira,product,1
Minas Gerais,Oliveira,purchase,1
Minas Gerais,Ouro Branco,cart,1
Minas Gerais,Ouro Branco,department,1
Minas Gerais,Ouro Branco,home,1
Minas Gerais,Ouro Preto,cart,1
Minas Gerais,Ouro Preto,home,1
Minas Gerais,Paracatu,cart,1
Minas Gerais,Paracatu,department,1
Minas Gerais,Paracatu,home,1
Minas Gerais,Passos,cart,1
Minnesota,Forest Lake,product,1
Minas Gerais,Passos,department,1
Minas Gerais,Patos de Minas,department,1
Minas Gerais,Patrocínio,cart,1
Minas Gerais,Pirapora,department,1
Minas Gerais,Pirapora,product,1
Minas Gerais,Porteirinha,cancel,1
Minas Gerais,Porteirinha,home,1
Minas Gerais,Porteirinha,purchase,1
Minas Gerais,Pouso Alegre,cancel,1
Minas Gerais,Santa Rita do Sapucaí,cancel,1
Minas Gerais,Oliveira,cancel,1
Minas Gerais,Nanuque,department,1
Minas Gerais,Muriaé,purchase,1
Minas Gerais,Muriaé,home,1
Minas Gerais,Jaíba,home,1
Minas Gerais,Jaíba,product,1
Minas Gerais,João Pinheiro,department,1
Minas Gerais,João Pinheiro,product,1
Minas Gerais,João Pinheiro,purchase,1
Minas Gerais,Lagoa Santa,product,1
Minas Gerais,Lagoa da Prata,department,1
Minas Gerais,Lagoa da Prata,purchase,1
Minas Gerais,Lavras,home,1
Minas Gerais,Lavras,purchase,1
Minas Gerais,Machado,cancel,1
Minas Gerais,Manhuaçu,cancel,1
Minas Gerais,Manhuaçu,home,1
Minas Gerais,Mariana,department,1
Minas Gerais,Mariana,home,1
Minas Gerais,Mariana,purchase,1
Minas Gerais,Matozinhos,department,1
Minas Gerais,Matozinhos,home,1
Minas Gerais,Matozinhos,purchase,1
Minas Gerais,Monte Carmelo,cancel,1
Minas Gerais,Monte Carmelo,department,1
Minas Gerais,Santa Rita do Sapucaí,cart,1
Minas Gerais,Santa Rita do Sapucaí,product,1
Minas Gerais,Santana do Paraíso,cart,1
Minas Gerais,Viçosa,cancel,1
Minnesota,Bemidji,department,1
Minnesota,Bemidji,product,1
Minnesota,Big Lake,cart,1
Minnesota,Blaine,home,1
Minnesota,Brooklyn Center,product,1
Minnesota,Brooklyn Park,cancel,1
Minnesota,Buffalo,cart,1
Minnesota,Buffalo,product,1
Minnesota,Burnsville,cancel,1
Minnesota,Columbia Heights,department,1
Minnesota,Columbia Heights,product,1
Minnesota,Coon Rapids,cart,1
Minnesota,Cottage Grove,home,1
Minnesota,Eagan,cart,1
Minnesota,Eagan,department,1
Minnesota,Eagan,product,1
Minnesota,East Gull Lake,cart,1
Minnesota,Elk River,cancel,1
Minnesota,Faribault,cart,1
Minnesota,Farmington,department,1
Minnesota,Forest Lake,cart,1
Minnesota,Apple Valley,product,1
Minas Gerais,Visconde do Rio Branco,cart,1
Minas Gerais,Santos Dumont,cancel,1
Minas Gerais,Unaí,cancel,1
Minas Gerais,Santos Dumont,purchase,1
